'name','correct','wrong','overall_accuracy','average_accuracy','balanced_accuracy','jaccard_macro','FAVOR_p','FAVOR_r','FAVOR_f1','AGAINST_p','AGAINST_r','AGAINST_f1','NONE_p','NONE_r','NONE_f1','micro_p','micro_r','micro_f1','macro2_p','macro2_r','macro2_f1','macro_p','macro_r','macro_f1'
abortion_1_e-2,67.0,54.0,0.5537190082644629,0.5537190082644629,0.3333333333333333,0.18457300275482094,0.0,0.0,0.0,0.5537190082644629,1.0,0.7127659574468085,0.0,0.0,0.0,0.5537190082644629,0.5537190082644629,0.5537190082644629,0.2768595041322314,0.5,0.35638297872340424,0.18457300275482094,0.3333333333333333,0.23758865248226949
abortion_2_e-2,67.0,54.0,0.5537190082644629,0.5537190082644629,0.3333333333333333,0.18457300275482094,0.0,0.0,0.0,0.5537190082644629,1.0,0.7127659574468085,0.0,0.0,0.0,0.5537190082644629,0.5537190082644629,0.5537190082644629,0.2768595041322314,0.5,0.35638297872340424,0.18457300275482094,0.3333333333333333,0.23758865248226949
abortion_3_e-2,67.0,54.0,0.5537190082644629,0.5537190082644629,0.3333333333333333,0.18457300275482094,0.0,0.0,0.0,0.5537190082644629,1.0,0.7127659574468085,0.0,0.0,0.0,0.5537190082644629,0.5537190082644629,0.5537190082644629,0.2768595041322314,0.5,0.35638297872340424,0.18457300275482094,0.3333333333333333,0.23758865248226949
abortion_5_e-2,67.0,54.0,0.5537190082644629,0.5537190082644629,0.3333333333333333,0.18457300275482094,0.0,0.0,0.0,0.5537190082644629,1.0,0.7127659574468085,0.0,0.0,0.0,0.5537190082644629,0.5537190082644629,0.5537190082644629,0.2768595041322314,0.5,0.35638297872340424,0.18457300275482094,0.3333333333333333,0.23758865248226949
abortion_10_e-2,67.0,54.0,0.5537190082644629,0.5537190082644629,0.3333333333333333,0.18457300275482094,0.0,0.0,0.0,0.5537190082644629,1.0,0.7127659574468085,0.0,0.0,0.0,0.5537190082644629,0.5537190082644629,0.5537190082644629,0.2768595041322314,0.5,0.35638297872340424,0.18457300275482094,0.3333333333333333,0.23758865248226949
abortion_20_e-2,22.0,99.0,0.18181818181818182,0.18181818181818182,0.3333333333333333,0.06060606060606061,0.18181818181818182,1.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.5,0.15384615384615385,0.06060606060606061,0.3333333333333333,0.10256410256410257
abortion_1_e-3,81.0,40.0,0.6694214876033058,0.6694214876033058,0.5172574626865671,0.37702020202020203,0.0,0.0,0.0,0.6521739130434783,0.8955223880597015,0.7547169811320754,0.7241379310344828,0.65625,0.6885245901639345,0.6694214876033058,0.6694214876033058,0.6694214876033058,0.32608695652173914,0.44776119402985076,0.3773584905660377,0.45877061469265373,0.5172574626865671,0.48108052376533667
abortion_2_e-3,82.0,39.0,0.6776859504132231,0.6776859504132231,0.5276741293532338,0.3874149659863946,0.0,0.0,0.0,0.6593406593406593,0.8955223880597015,0.7594936708860759,0.7333333333333333,0.6875,0.7096774193548386,0.6776859504132231,0.6776859504132231,0.6776859504132231,0.32967032967032966,0.44776119402985076,0.37974683544303794,0.4642246642246642,0.5276741293532338,0.4897236967469715
abortion_3_e-3,67.0,54.0,0.5537190082644629,0.5537190082644629,0.3333333333333333,0.18457300275482094,0.0,0.0,0.0,0.5537190082644629,1.0,0.7127659574468085,0.0,0.0,0.0,0.5537190082644629,0.5537190082644629,0.5537190082644629,0.2768595041322314,0.5,0.35638297872340424,0.18457300275482094,0.3333333333333333,0.23758865248226949
abortion_5_e-3,88.0,33.0,0.7272727272727273,0.7272727272727273,0.719640434192673,0.5420420420420421,0.53125,0.7727272727272727,0.6296296296296297,0.8225806451612904,0.7611940298507462,0.7906976744186047,0.7407407407407407,0.625,0.6779661016949152,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.6769153225806452,0.7669606512890095,0.7101636520241172,0.6981904619673438,0.719640434192673,0.6994311352477166
